Category,Year,Avg Price USD,Units Sold,Dollar Sales UD,YOY % Change
Hydration Products,2009,12.37,9456066,"$117,000,000.00",0.63
Hydration Products,2009,54.62,4729811,"$258,000,000.00",-0.85
Hydration Products,2020,70.03,2203216,"$154,000,000.00",9.47
Hydration Products,2008,97.91,3415662,"$334,000,000.00",19.75
Hydration Products,2014,48.73,5466906,"$266,000,000.00",5.73
Hydration Products,2008,56.96,9344584,"$532,000,000.00",2.14
Hydration Products,2014,110.77,270157,"$29,925,583.00",17.28
Hydration Products,2010,105.04,279564,"$29,365,651.00",12.94
Hydration Products,2008,11.29,7793278,"$87,993,528.00",-6.53
Hydration Products,2020,21.78,4983893,"$109,000,000.00",1.99
Hydration Products,2001,90.31,7679223,"$694,000,000.00",-7.45
Hydration Products,2014,22.14,7845705,"$174,000,000.00",11.44
Hydration Products,2001,106,3535075,"$375,000,000.00",12.46
Hydration Products,2022,79.99,1915819,"$153,000,000.00",12.28
Hydration Products,2010,76.28,7172300,"$547,000,000.00",16.05
Hydration Products,2010,107.68,8680840,"$935,000,000.00",-1.1
Hydration Products,2010,54.28,5271962,"$286,000,000.00",16.68
Hydration Products,2008,18.25,7361226,"$134,000,000.00",11.58
Hydration Products,2004,104.64,1624046,"$170,000,000.00",17.32
Hydration Products,2009,16.54,6051169,"$100,000,000.00",16.29
Hydration Products,2005,78.31,2490690,"$195,000,000.00",-5.72
Hydration Products,2024,100.85,1308955,"$132,000,000.00",4.52
Hydration Products,2004,109.96,5915213,"$650,000,000.00",-1.96
Hydration Products,2003,28.57,7561273,"$216,000,000.00",-7.26
Hydration Products,2001,74,4002768,"$296,000,000.00",12.35
Hydration Products,2018,14.31,3966641,"$56,774,520.00",15.04
Hydration Products,2010,55.46,7066260,"$392,000,000.00",7.04
Hydration Products,2014,107.56,1786761,"$192,000,000.00",3.99
Hydration Products,2020,65.43,2031446,"$133,000,000.00",8.6
Hydration Products,2004,19.11,1325441,"$25,331,370.00",-7.17
Hydration Products,2012,55.56,9074796,"$504,000,000.00",1.92
Hydration Products,2006,21.31,3373632,"$71,904,560.00",10.49
Hydration Products,2021,86.59,5933602,"$514,000,000.00",15.89
Hydration Products,2007,17.92,4919714,"$88,143,807.00",0.44
Hydration Products,2001,100.49,5706249,"$573,000,000.00",4.12
Hydration Products,2015,67.98,6437970,"$438,000,000.00",11.08
Hydration Products,2015,26.73,2182748,"$58,347,965.00",-6.93
Hydration Products,2011,116.93,7444167,"$870,000,000.00",-5.4
Hydration Products,2020,106.08,3952676,"$419,000,000.00",-6.54
Hydration Products,2019,95.43,1347034,"$129,000,000.00",-6.71
Hydration Products,2003,84.74,6469839,"$548,000,000.00",-6.72
Hydration Products,2020,79.98,1462192,"$117,000,000.00",1.6
Hydration Products,2022,62.84,9225557,"$580,000,000.00",1.9
Hydration Products,2016,102.76,2175779,"$224,000,000.00",-0.9
Hydration Products,2020,84.98,4731396,"$402,000,000.00",9.72
Hydration Products,2024,58.31,8195314,"$478,000,000.00",6.9
Hydration Products,2017,100,7353637,"$735,000,000.00",-0.95
Hydration Products,2007,89.18,4303181,"$384,000,000.00",-3.13
Hydration Products,2021,18.17,8620219,"$157,000,000.00",8.75
Hydration Products,2006,19.01,6297212,"$120,000,000.00",-0.51
Hydration Products,2002,29.86,901442,"$26,920,849.00",0.64
Hydration Products,2009,59.9,8788487,"$526,000,000.00",3.46
Hydration Products,2002,87.37,8943945,"$781,000,000.00",18.18
Hydration Products,2017,98.55,9632299,"$949,000,000.00",-2.69
Hydration Products,2021,13.77,6548471,"$90,174,508.00",1.81
Hydration Products,2004,48.43,1276340,"$61,807,819.00",-4.18
Hydration Products,2003,106.05,320879,"$34,027,943.00",-7.58
Hydration Products,2011,57.09,5026790,"$287,000,000.00",18.83
Hydration Products,2011,34.79,5849990,"$204,000,000.00",15.55
Hydration Products,2004,50,2647416,"$132,000,000.00",5.93
Hydration Products,2018,12.04,6132344,"$73,829,743.00",7.98
Hydration Products,2004,85.87,3153267,"$271,000,000.00",3.78
Hydration Products,2017,65.95,2642644,"$174,000,000.00",16.5
Hydration Products,2009,29.98,7958502,"$239,000,000.00",4.73
Hydration Products,2014,42,4786218,"$201,000,000.00",-5.33
Hydration Products,2013,116.63,7590357,"$885,000,000.00",5.58
Hydration Products,2019,94.67,1682063,"$159,000,000.00",18.25
Hydration Products,2021,12.91,4030026,"$52,027,394.00",10.83
Hydration Products,2000,10.62,2280529,"$24,229,931.00",10.03
Hydration Products,2023,67.92,8399968,"$571,000,000.00",14.33
Hydration Products,2000,80.94,1535549,"$124,000,000.00",2.03
Hydration Products,2022,97.22,3286524,"$320,000,000.00",6.69
Hydration Products,2011,85.1,1359882,"$116,000,000.00",4.43
Hydration Products,2002,17.16,5762849,"$98,885,576.00",15.82
Hydration Products,2020,102.61,3509036,"$360,000,000.00",3.68
Hydration Products,2017,87.94,6764488,"$595,000,000.00",11.85
Hydration Products,2021,21.36,8705968,"$186,000,000.00",5.67
Hydration Products,2001,59.18,6207910,"$367,000,000.00",8.95
Hydration Products,2015,73.73,2064525,"$152,000,000.00",5.89
Hydration Products,2021,24.63,6227136,"$153,000,000.00",4.02
Hydration Products,2016,10.16,1788485,"$18,173,224.00",-5.55
Hydration Products,2016,12,1203671,"$14,447,170.00",-4.88
Hydration Products,2023,111.16,9412043,"$1,050,000,000.00",-4.87
Hydration Products,2004,72.71,9585531,"$697,000,000.00",17.34
Hydration Products,2019,29.93,8186224,"$245,000,000.00",-5.29
Hydration Products,2015,69.06,3464518,"$239,000,000.00",17.24
Hydration Products,2024,15.99,3804465,"$60,818,981.00",10.49
Hydration Products,2002,84.88,2483187,"$211,000,000.00",0.21
Hydration Products,2006,87.66,7341700,"$644,000,000.00",-4.39
Hydration Products,2003,53.41,8593110,"$459,000,000.00",11.69
Hydration Products,2014,51.78,9945475,"$515,000,000.00",14.58
Hydration Products,2016,28.94,5912347,"$171,000,000.00",-7.64
Hydration Products,2023,99.95,6967616,"$696,000,000.00",18.42
Hydration Products,2004,95.74,7680374,"$735,000,000.00",-2.58
Hydration Products,2022,29.65,9545595,"$283,000,000.00",6.19
Hydration Products,2009,10.08,2849249,"$28,731,742.00",-6.37
Hydration Products,2014,36.21,3691047,"$134,000,000.00",-6.6
Hydration Products,2004,115.42,471704,"$54,442,160.00",8.3
Hydration Products,2022,69.39,1674986,"$116,000,000.00",-1.68
Hydration Products,2024,37,2572646,"$95,184,838.00",3.86
Hydration Products,2006,27.15,2201697,"$59,786,365.00",5.47
Hydration Products,2017,115.25,800122,"$92,211,438.00",19.54
Hydration Products,2010,74.24,7077485,"$525,000,000.00",0.56
Hydration Products,2022,106.79,7895241,"$843,000,000.00",10.32
Hydration Products,2000,36.57,2114871,"$77,335,410.00",-4.16
Hydration Products,2000,82.43,2892624,"$238,000,000.00",-1
Hydration Products,2012,104.77,8111816,"$850,000,000.00",-1.74
Hydration Products,2019,49.95,7989133,"$399,000,000.00",14.14
Hydration Products,2009,60.13,3761185,"$226,000,000.00",3.29
Hydration Products,2003,65.65,2698648,"$177,000,000.00",4.35
Hydration Products,2022,93.79,787090,"$73,819,540.00",11.97
Hydration Products,2022,79.41,1337453,"$106,000,000.00",14.19
Hydration Products,2002,15.48,6350581,"$98,278,984.00",-6.17
Hydration Products,2023,84.92,4133131,"$351,000,000.00",9.3
Hydration Products,2019,50.53,7739259,"$391,000,000.00",-1.34
Hydration Products,2015,20.28,4066119,"$82,466,389.00",0.03
Hydration Products,2023,42.54,4798619,"$204,000,000.00",11.71
Hydration Products,2016,74.86,296175,"$22,170,338.00",18.81
Hydration Products,2012,24.95,4878116,"$122,000,000.00",-0.3
Hydration Products,2011,21.51,3908303,"$84,057,065.00",13.94
Hydration Products,2000,91.92,1441636,"$133,000,000.00",-2.08
Hydration Products,2004,84.99,7424296,"$631,000,000.00",2.72
Hydration Products,2009,91.03,5077625,"$462,000,000.00",3.95
Hydration Products,2009,119.75,1160211,"$139,000,000.00",12.19
Hydration Products,2004,15.56,3536319,"$55,025,883.00",3.3
Hydration Products,2021,60.29,9854747,"$594,000,000.00",2.72
Hydration Products,2021,48.71,4949642,"$241,000,000.00",12.3
Hydration Products,2007,101.06,1513663,"$153,000,000.00",9.24
Hydration Products,2000,76.07,1042981,"$79,342,915.00",17.63
Hydration Products,2004,79.77,3854745,"$307,000,000.00",8.59
Hydration Products,2023,41.88,8073727,"$338,000,000.00",9.72
Hydration Products,2017,56.26,840551,"$47,288,850.00",-2.34
Hydration Products,2021,59.78,4293421,"$257,000,000.00",-4.8
Hydration Products,2015,75.11,1912565,"$144,000,000.00",5.83
Hydration Products,2000,79.48,3959182,"$315,000,000.00",14.04
Hydration Products,2016,38.53,5338816,"$206,000,000.00",6.65
Hydration Products,2014,81.33,3163102,"$257,000,000.00",15.45
Hydration Products,2024,20.12,5072006,"$102,000,000.00",0.74
Hydration Products,2003,92.24,2879595,"$266,000,000.00",3.73
Hydration Products,2002,111.57,1837698,"$205,000,000.00",16.56
Hydration Products,2011,23.21,3296596,"$76,524,589.00",13.99
Hydration Products,2019,15.37,2493239,"$38,333,336.00",13.44
Hydration Products,2009,14.88,1763534,"$26,236,848.00",10.48
Hydration Products,2010,109.64,4190015,"$459,000,000.00",1.16
Hydration Products,2012,110.2,406667,"$44,814,752.00",0.19
Hydration Products,2013,100.6,5660202,"$569,000,000.00",1.73
Hydration Products,2016,85.91,6264777,"$538,000,000.00",-2.8
Hydration Products,2003,77.69,1969536,"$153,000,000.00",-2.46
Hydration Products,2003,78.32,3333968,"$261,000,000.00",13.19
Hydration Products,2013,90.26,9181268,"$829,000,000.00",13.94
Hydration Products,2018,16.29,8708948,"$142,000,000.00",13.5
Hydration Products,2023,15.93,787925,"$12,552,579.00",14.42
Hydration Products,2013,33.31,9494659,"$316,000,000.00",14.38
Hydration Products,2011,111.12,6213816,"$690,000,000.00",12.15
Laser Masks,2008,100.45,5409171,"$543,000,000.00",9.85
Laser Masks,2005,27.53,1798078,"$49,506,906.00",0.11
Laser Masks,2022,60.61,6917395,"$419,000,000.00",7.28
Laser Masks,2019,113.14,5589857,"$632,000,000.00",11.69
Laser Masks,2000,81.2,8748113,"$710,000,000.00",15.16
Laser Masks,2024,83.15,8847636,"$736,000,000.00",1.53
Laser Masks,2009,35.05,7076021,"$248,000,000.00",6.14
Laser Masks,2006,28.9,4726829,"$137,000,000.00",4.23
Laser Masks,2020,84.81,2279698,"$193,000,000.00",-1.17
Laser Masks,2016,112.55,4131167,"$465,000,000.00",5.46
Laser Masks,2004,68.58,8400025,"$576,000,000.00",-1.25
Laser Masks,2006,73.56,1495625,"$110,000,000.00",13.88
Laser Masks,2000,26.82,5380842,"$144,000,000.00",-5.06
Laser Masks,2014,109.17,1089413,"$119,000,000.00",-5.2
Laser Masks,2006,62.65,4877560,"$306,000,000.00",11.68
Laser Masks,2006,117.59,3635199,"$427,000,000.00",12.63
Laser Masks,2017,107.29,4999314,"$536,000,000.00",10.58
Laser Masks,2002,61.19,8508469,"$521,000,000.00",-7.99
Laser Masks,2006,37.4,8520740,"$319,000,000.00",13.79
Laser Masks,2017,69.49,2745475,"$191,000,000.00",11.74
Laser Masks,2002,82.88,1042740,"$86,427,233.00",-2.72
Laser Masks,2005,73.94,3859186,"$285,000,000.00",1.89
Laser Masks,2009,48.11,6375869,"$307,000,000.00",0.76
Laser Masks,2008,51.3,2269353,"$116,000,000.00",-4.54
Laser Masks,2023,72.29,8042993,"$581,000,000.00",5.67
Laser Masks,2021,89.9,5938109,"$534,000,000.00",1.71
Laser Masks,2001,13.2,7444497,"$98,245,645.00",-7.54
Laser Masks,2010,82,4858068,"$398,000,000.00",13.47
Laser Masks,2015,93.39,2260278,"$211,000,000.00",9.92
Laser Masks,2001,88.51,2376983,"$210,000,000.00",5.91
Laser Masks,2021,21.53,5364460,"$116,000,000.00",7.03
Laser Masks,2005,68.95,7700515,"$531,000,000.00",9.56
Laser Masks,2008,39.23,3459621,"$136,000,000.00",15.36
Laser Masks,2023,84.33,3328644,"$281,000,000.00",-0.76
Laser Masks,2004,55.21,1670337,"$92,216,548.00",17.4
Laser Masks,2023,88.14,9855033,"$869,000,000.00",11.21
Laser Masks,2002,31.72,2590552,"$82,166,213.00",11.4
Laser Masks,2019,107.15,3328596,"$357,000,000.00",3.33
Laser Masks,2016,23.75,8605027,"$204,000,000.00",13.43
Laser Masks,2017,22.09,9124111,"$202,000,000.00",13.23
Laser Masks,2010,65.46,1359898,"$89,016,914.00",13.26
Laser Masks,2019,17.05,6276247,"$107,000,000.00",-7.74
Laser Masks,2011,10.47,4548863,"$47,606,436.00",-5.4
Laser Masks,2009,90.54,6869121,"$622,000,000.00",3.49
Laser Masks,2013,102.55,5865095,"$601,000,000.00",-6
Laser Masks,2005,40.01,7273917,"$291,000,000.00",-4.69
Laser Masks,2000,70.48,7063144,"$498,000,000.00",-7.55
Laser Masks,2004,110.85,2622719,"$291,000,000.00",-0.05
Laser Masks,2010,51.97,3453936,"$179,000,000.00",10.93
Laser Masks,2016,103.37,8990588,"$929,000,000.00",13.1
Laser Masks,2010,104.64,4792384,"$501,000,000.00",-4.8
Laser Masks,2016,111.34,7304144,"$813,000,000.00",4.3
Laser Masks,2012,95.87,2681948,"$257,000,000.00",-4.09
Laser Masks,2024,90.23,1833592,"$165,000,000.00",16.19
Laser Masks,2003,80.97,6779081,"$549,000,000.00",-3.06
Laser Masks,2002,105.55,1436621,"$152,000,000.00",18.38
Laser Masks,2017,56.65,9822635,"$556,000,000.00",16.08
Laser Masks,2022,72.45,8225654,"$596,000,000.00",5.55
Laser Masks,2009,93.16,4780547,"$445,000,000.00",-1.87
Laser Masks,2015,36.6,3065757,"$112,000,000.00",7.01
Laser Masks,2003,55.57,726187,"$40,356,105.00",12
Laser Masks,2014,48.55,6288334,"$305,000,000.00",15.45
Laser Masks,2007,57.77,9389349,"$542,000,000.00",17.26
Laser Masks,2003,63.14,6085651,"$384,000,000.00",5.49
Laser Masks,2000,97.75,1377237,"$135,000,000.00",10.29
Laser Masks,2003,17.46,5910278,"$103,000,000.00",1.73
Laser Masks,2005,53.48,9867186,"$528,000,000.00",-5.37
Laser Masks,2000,69.38,9889525,"$686,000,000.00",8.21
Laser Masks,2009,26.44,5869325,"$155,000,000.00",-5.78
Laser Masks,2012,98.52,5482138,"$540,000,000.00",0.85
Laser Masks,2010,116.27,7438843,"$865,000,000.00",5.8
Laser Masks,2006,17.76,6053829,"$108,000,000.00",0.51
Laser Masks,2014,11.19,2933323,"$32,816,341.00",12.53
Laser Masks,2015,90.95,320485,"$29,149,470.00",4.72
Laser Masks,2010,101.96,6502734,"$663,000,000.00",9.65
Laser Masks,2016,50.03,7615695,"$381,000,000.00",5.24
Laser Masks,2013,75.4,9048840,"$682,000,000.00",5.24
Laser Masks,2004,60.97,5157916,"$314,000,000.00",-0.99
Laser Masks,2007,53.67,6992416,"$375,000,000.00",12.66
Laser Masks,2023,96.44,3620583,"$349,000,000.00",7.53
Laser Masks,2023,15.22,3252402,"$49,495,452.00",14.3
Laser Masks,2015,40.72,5985431,"$244,000,000.00",15.48
Laser Masks,2019,26,999592,"$25,986,253.00",2.81
Laser Masks,2017,11.4,4672430,"$53,258,665.00",-4.36
Laser Masks,2015,65.6,7727067,"$507,000,000.00",7.31
Laser Masks,2017,85.62,7793116,"$667,000,000.00",8.69
Laser Masks,2003,16.55,9151058,"$151,000,000.00",15.81
Laser Masks,2015,117.25,5889433,"$691,000,000.00",8.84
Laser Masks,2007,97.61,4827081,"$471,000,000.00",-7.81
Laser Masks,2019,27.64,3718541,"$103,000,000.00",17.86
Laser Masks,2009,82.99,2411767,"$200,000,000.00",19.81
Laser Masks,2005,104.52,6091364,"$637,000,000.00",16.75
Laser Masks,2022,70.18,8373797,"$588,000,000.00",12.03
Laser Masks,2008,97.49,2185529,"$213,000,000.00",5.56
Laser Masks,2010,29.93,8264107,"$247,000,000.00",-2.31
Laser Masks,2017,63.7,9717581,"$619,000,000.00",17.76
Laser Masks,2002,83.36,3214413,"$268,000,000.00",11.82
Laser Masks,2006,99.81,9786140,"$977,000,000.00",-1.68
Laser Masks,2002,22.91,1589265,"$36,407,760.00",19.53
Laser Masks,2007,13.29,9430048,"$125,000,000.00",3.73
Laser Masks,2005,30.63,6565960,"$201,000,000.00",6.61
Laser Masks,2019,111.09,2347182,"$261,000,000.00",5.51
Laser Masks,2019,64.02,3264263,"$209,000,000.00",13.47
Laser Masks,2012,108.34,4398309,"$477,000,000.00",15.94
Laser Masks,2003,76.61,2501785,"$192,000,000.00",17.95
Laser Masks,2003,111.8,5332045,"$596,000,000.00",-4.04
Laser Masks,2000,38.23,6611404,"$253,000,000.00",9.4
Laser Masks,2002,28.8,6140295,"$177,000,000.00",14.95
Laser Masks,2017,79.28,9763464,"$774,000,000.00",-5.47
Laser Masks,2005,101.66,3046709,"$310,000,000.00",-7.28
Laser Masks,2006,44.77,2738166,"$123,000,000.00",13.84
Laser Masks,2003,33.83,4308227,"$146,000,000.00",1.41
Laser Masks,2011,113.67,2395046,"$272,000,000.00",-0.46
Laser Masks,2024,77.85,2822182,"$220,000,000.00",-6.69
Laser Masks,2009,90.97,8246755,"$750,000,000.00",-5.88
Laser Masks,2006,55.09,8357963,"$460,000,000.00",9.4
Laser Masks,2022,59.42,158216,"$9,401,543.00",13.59
Laser Masks,2003,60.57,1951371,"$118,000,000.00",15.65
Laser Masks,2017,103.49,2109064,"$218,000,000.00",9.68
Laser Masks,2023,49.3,5145293,"$254,000,000.00",2.4
Laser Masks,2006,69.29,4252445,"$295,000,000.00",-4.16
Laser Masks,2018,97.11,3827736,"$372,000,000.00",-6.48
Laser Masks,2008,63.87,1266946,"$80,924,849.00",10.05
Laser Masks,2017,102.51,7008418,"$718,000,000.00",13.97
Laser Masks,2007,79.73,8958015,"$714,000,000.00",17.3
Laser Masks,2018,96.05,7790492,"$748,000,000.00",-2.04
Laser Masks,2015,105.52,439855,"$46,412,137.00",0.17
Laser Masks,2015,108.98,8675906,"$945,000,000.00",14.83
Laser Masks,2014,105.12,5156247,"$542,000,000.00",15.46
Laser Masks,2001,88.84,1131281,"$101,000,000.00",-3.81
Laser Masks,2006,38.67,1962914,"$75,912,575.00",1.61
Laser Masks,2021,82.99,8221140,"$682,000,000.00",8.06
Laser Masks,2003,112.31,3572968,"$401,000,000.00",4.21
Laser Masks,2013,39.11,4790158,"$187,000,000.00",16.16
Laser Masks,2007,87.13,9446088,"$823,000,000.00",-2.64
Laser Masks,2024,71.78,3639643,"$261,000,000.00",-5.96
Laser Masks,2015,37.6,2810873,"$106,000,000.00",19.21
Laser Masks,2018,11.42,8602666,"$98,282,290.00",11.62
Laser Masks,2020,68.75,193078,"$13,273,964.00",11.73
Laser Masks,2011,32.38,5703915,"$185,000,000.00",-4.48
Laser Masks,2010,111.18,7687602,"$855,000,000.00",-0.36
Laser Masks,2008,93.49,672422,"$62,865,143.00",7.36
Laser Masks,2001,28.11,6768842,"$190,000,000.00",-6.18
Laser Masks,2000,77.85,8541640,"$665,000,000.00",-6.53
Laser Masks,2015,21.25,9810374,"$209,000,000.00",19.9
Laser Masks,2003,95.92,1327454,"$127,000,000.00",-4.07
Laser Masks,2007,53.43,7703995,"$412,000,000.00",-5.6
Laser Masks,2011,32.91,5733293,"$189,000,000.00",1.23
Laser Masks,2013,67.59,7158131,"$484,000,000.00",4.61
Laser Masks,2017,21.97,6514999,"$143,000,000.00",8.08
Laser Masks,2023,92.54,490824,"$45,422,166.00",5.06
Laser Masks,2022,93.34,3198835,"$299,000,000.00",2.63
Laser Masks,2009,114.02,3026570,"$345,000,000.00",15
Laser Masks,2014,15.68,2690468,"$42,192,708.00",-3.32
Laser Masks,2006,54.4,9097758,"$495,000,000.00",9.69
Laser Masks,2021,114.24,3434418,"$392,000,000.00",7.55
Laser Masks,2001,106.83,121495,"$12,979,213.00",2.45
Laser Masks,2016,82.23,6283853,"$517,000,000.00",1.44
Laser Masks,2020,56.96,9826196,"$560,000,000.00",8.91
Laser Masks,2024,84.61,5764629,"$488,000,000.00",9.74
Laser Masks,2009,37.65,1652995,"$62,229,418.00",4.39
Laser Masks,2000,86.01,710502,"$61,110,014.00",-6.22
Laser Masks,2015,107.65,2386733,"$257,000,000.00",-1.84
Laser Masks,2003,18.42,7512133,"$138,000,000.00",9.3
Laser Masks,2008,69.6,8676715,"$604,000,000.00",-3.91
Laser Masks,2014,115.01,7299907,"$840,000,000.00",-7.1
Laser Masks,2022,27.87,3265323,"$90,989,006.00",5.72
Laser Masks,2017,14.44,7677899,"$111,000,000.00",-1.33
Laser Masks,2017,17.1,717809,"$12,276,592.00",-0.67
Laser Masks,2008,24.01,7468996,"$179,000,000.00",11.82
Laser Masks,2000,87.33,9659239,"$844,000,000.00",17.26
Laser Masks,2018,47.84,3622941,"$173,000,000.00",0.46
Laser Masks,2023,32.77,6643906,"$218,000,000.00",4.45
Laser Masks,2016,104.35,1745751,"$182,000,000.00",6.56
Laser Masks,2014,77.72,454433,"$35,320,724.00",-3.72
Laser Masks,2024,73.88,6949070,"$513,000,000.00",8.51
Laser Masks,2020,57.39,9175677,"$527,000,000.00",14.93
Laser Masks,2002,47.02,6837824,"$321,000,000.00",14.63
Laser Masks,2022,26.18,4995134,"$131,000,000.00",7.51
Laser Masks,2004,114.11,1782389,"$203,000,000.00",-6.89
Laser Masks,2019,51.73,3498527,"$181,000,000.00",-7.1
Laser Masks,2021,17.17,9296279,"$160,000,000.00",3.32
Laser Masks,2018,38.9,6026638,"$234,000,000.00",15.09
Laser Masks,2024,54.41,5627263,"$306,000,000.00",-1.49
Laser Masks,2011,10.53,2603385,"$27,401,611.00",7.28
Laser Masks,2000,103.05,7823603,"$806,000,000.00",-3.66
Laser Masks,2004,24.56,4503777,"$111,000,000.00",18.78
Laser Masks,2007,86.51,9460251,"$818,000,000.00",2
Laser Masks,2007,108.14,3191891,"$345,000,000.00",13.82
Laser Masks,2002,116.01,1140602,"$132,000,000.00",13.79
Laser Masks,2004,102.62,3953450,"$406,000,000.00",-2.07
Laser Masks,2015,90.17,4019407,"$362,000,000.00",-6.55
Laser Masks,2016,54.51,3871697,"$211,000,000.00",17.71
Laser Masks,2000,66.81,6391057,"$427,000,000.00",9.05
Laser Masks,2024,27.3,6970913,"$190,000,000.00",-6.22
Laser Masks,2019,32.46,1875264,"$60,877,068.00",14.13
Laser Masks,2014,92.54,6226483,"$576,000,000.00",17.03
Laser Masks,2015,41.91,7118825,"$298,000,000.00",14.3
Laser Masks,2012,111.54,8416117,"$939,000,000.00",5.88
Laser Masks,2009,10.42,6401274,"$66,698,714.00",6.79
Laser Masks,2012,41.45,1628152,"$67,487,448.00",18.72
Laser Masks,2016,102.32,5303869,"$543,000,000.00",-2.37
Laser Masks,2022,74.64,1768813,"$132,000,000.00",9.86
Laser Masks,2023,53.65,5955894,"$320,000,000.00",0.34
Laser Masks,2001,52.65,1515511,"$79,786,977.00",-0.75
Laser Masks,2004,24.07,2753509,"$66,282,133.00",6.61
Laser Masks,2022,28.62,3668493,"$105,000,000.00",-6.03
Laser Masks,2016,21.27,2320919,"$49,366,851.00",19.78
Laser Masks,2024,95.52,5799129,"$554,000,000.00",3.14
Laser Masks,2006,95,3736084,"$355,000,000.00",11.47
Laser Masks,2002,28.4,1146256,"$32,557,211.00",17.11
Laser Masks,2008,102.2,2938193,"$300,000,000.00",11.15
Laser Masks,2019,20.9,7879803,"$165,000,000.00",16.15
Laser Masks,2008,36.29,8806812,"$320,000,000.00",15.75
Laser Masks,2009,15.97,4877360,"$77,914,993.00",-7.36
Laser Masks,2006,89.79,9246289,"$830,000,000.00",-5.54
Laser Masks,2010,63.14,8149535,"$515,000,000.00",11.3
Laser Masks,2011,81.06,1809377,"$147,000,000.00",1.24
Laser Masks,2015,26.79,8213113,"$220,000,000.00",-3.18
Laser Masks,2012,51.55,5612342,"$289,000,000.00",-4.77
Laser Masks,2007,58.99,7709245,"$455,000,000.00",8.41
Laser Masks,2014,48.77,6763709,"$330,000,000.00",-2.09
Laser Masks,2001,85.24,4575749,"$390,000,000.00",-7.66
Laser Masks,2008,82.91,1936280,"$161,000,000.00",16.39
Laser Masks,2022,80.19,3095442,"$248,000,000.00",16.04
Laser Masks,2019,55.24,5498190,"$304,000,000.00",1.26
Laser Masks,2013,93.17,2435243,"$227,000,000.00",16.04
Laser Masks,2011,87.72,2575206,"$226,000,000.00",14.96
Laser Masks,2012,67.91,8721724,"$592,000,000.00",10.13
Laser Masks,2016,36.5,8030804,"$293,000,000.00",12.51
Laser Masks,2009,33.87,7458495,"$253,000,000.00",18.5
Laser Masks,2020,29.5,6880792,"$203,000,000.00",1.31
Laser Masks,2009,112.88,3131577,"$354,000,000.00",9.61
Laser Masks,2024,15.89,7831361,"$124,000,000.00",8.71
Laser Masks,2010,13.72,8006915,"$110,000,000.00",-5.89
Laser Masks,2010,94.4,3120776,"$295,000,000.00",-1.45
Laser Masks,2010,39.32,5390025,"$212,000,000.00",14.19
Laser Masks,2006,76.89,798500,"$61,394,435.00",11.76
Laser Masks,2017,113.99,6888821,"$785,000,000.00",8.75
Laser Masks,2009,50.85,2038785,"$104,000,000.00",16.52
Laser Masks,2004,34.99,953635,"$33,369,284.00",16.26
Laser Masks,2007,19.42,3966752,"$77,016,744.00",0.8
Laser Masks,2017,38.61,145803,"$5,629,375.00",2.62
Laser Masks,2001,85.96,3986417,"$343,000,000.00",8.25
Laser Masks,2015,85.74,9780173,"$839,000,000.00",12.42
Laser Masks,2003,80.6,7419977,"$598,000,000.00",2.27
Laser Masks,2011,25.6,2591426,"$66,350,106.00",-4.99
Laser Masks,2004,36.42,2358573,"$85,890,963.00",8.28
Laser Masks,2000,67.42,6070538,"$409,000,000.00",5.11
Laser Masks,2010,17.31,7796050,"$135,000,000.00",-4.13
Laser Masks,2023,118.17,5963374,"$705,000,000.00",-1.75
Laser Masks,2019,114.72,208916,"$23,966,820.00",-1.93
Laser Masks,2015,21.17,3848185,"$81,479,333.00",5.54
Laser Masks,2000,98.18,1946800,"$191,000,000.00",-0.44
Laser Masks,2019,34.86,1852389,"$64,582,076.00",-5.4
Laser Masks,2014,94.58,2217986,"$210,000,000.00",-2.55
Laser Masks,2011,32.67,2652848,"$86,676,070.00",5.54
Laser Masks,2002,100.21,5822780,"$584,000,000.00",1.02
Laser Masks,2013,108.82,1736344,"$189,000,000.00",-6.41
Laser Masks,2002,62.08,7022423,"$436,000,000.00",9.71
Laser Masks,2014,64.93,8982444,"$583,000,000.00",6.51
Laser Masks,2006,63,5590403,"$352,000,000.00",-4.66
Laser Masks,2012,107.44,8554794,"$919,000,000.00",10.98
Laser Masks,2019,40.85,1819969,"$74,348,600.00",-4.25
Laser Masks,2011,25.19,5685164,"$143,000,000.00",-0.84
Laser Masks,2023,32.09,6142507,"$197,000,000.00",8.91
Laser Masks,2018,27.05,1519629,"$41,107,885.00",10.93
Laser Masks,2015,97.27,2081610,"$202,000,000.00",0.7
Laser Masks,2003,43.48,5266267,"$229,000,000.00",8.31
Laser Masks,2000,83.19,7906218,"$658,000,000.00",-2.57
Laser Masks,2001,119.2,4136655,"$493,000,000.00",-7.32
Laser Masks,2010,100.55,9355808,"$941,000,000.00",1.71
Laser Masks,2002,46.9,7473908,"$351,000,000.00",6.89
Laser Masks,2020,111.95,1919900,"$215,000,000.00",-5.75
Laser Masks,2017,95.02,5959808,"$566,000,000.00",-2.43
Laser Masks,2017,38.09,4626240,"$176,000,000.00",16.52
Laser Masks,2002,98.32,6146887,"$604,000,000.00",18.9
Laser Masks,2008,87.56,3207198,"$281,000,000.00",19.51
Laser Masks,2024,70.21,938227,"$65,875,410.00",14.19
Laser Masks,2015,70.56,6177301,"$436,000,000.00",7.82
