Category,Year,Units sold,Avg Price USD,Dollar Sales UD
Shaving Cream,2018,55.33,260131007.2,-30.91
Shaving Cream,2009,41.74,17054546.6,7.71
Shaving Cream,2001,21.05,54114666.4,-41.6
Shaving Cream,2009,3.22,15509880.26,-15.7
Shaving Cream,2019,32.27,112949582.3,20.5
Shaving Cream,2014,14.09,49829313.18,38.33
Shaving Cream,2009,50.63,214254262,32.45
Shaving Cream,2017,58.22,39365744.1,-14.38
Shaving Cream,2007,35.64,182257293.2,-36.15
Shaving Cream,2017,26.43,56941479.18,-1.24
Shaving Cream,2015,22.28,78860639.28,39.38
Shaving Cream,2003,11.43,31434717.42,20.05
Shaving Cream,2007,17.98,15483279.22,-31.49
Shaving Cream,2013,9.16,13843737,46.56
Shaving Cream,2022,47.24,66729287.16,27
Shaving Cream,2012,16.01,16129690.76,41.3
Shaving Cream,2025,51.07,194927857.3,12.68
Shaving Cream,2007,56.13,288697638.8,13.24
Shaving Cream,2000,41.3,6849274.6,-15.7
Shaving Cream,2005,27.25,52530806,-38.83
Shaving Cream,2021,21.1,25906601.1,12.52
Shaving Cream,2001,37.8,205120188,19.23
Shaving Cream,2002,37.6,77517588.8,-1.62
Shaving Cream,2021,46.92,264007438.4,-28.14
Shaving Cream,2010,56.6,102757017,-23.29
Shaving Cream,2001,59.79,11871902.4,35.82
Shaving Cream,2024,48.79,184645901.4,12.18
Shaving Cream,2017,58.9,6674724.7,46.75
Shaving Cream,2010,52.74,185895684.2,-42.34
Shaving Cream,2018,30.05,25533725.4,-23.59
Shaving Cream,2007,41.06,102305958.3,-10.16
Shaving Cream,2004,59.58,295848124.4,3.9
Shaving Cream,2018,33.47,117779892.4,24.9
Shaving Cream,2012,28.5,137080582.5,-31.23
Shaving Cream,2016,27.36,150632668.8,27.44
Shaving Cream,2007,30.33,110614450.2,-10.05
Shaving Cream,2004,28.18,146408992.7,-37.22
Shaving Cream,2015,10.01,46326940.66,23.58
Shaving Cream,2011,32.59,98053858.9,1.86
Shaving Cream,2004,46.91,66850268.25,31.76
Shaving Cream,2019,44.6,101738844,-16.19
Shaving Cream,2019,42.1,113781607.1,10.49
Shaving Cream,2020,32.02,136195885.3,3.18
Shaving Cream,2008,46.9,181307802.2,8.24
Shaving Cream,2004,11.58,29757681.84,-44.3
Shaving Cream,2009,9.29,46800047.2,-39.7
Shaving Cream,2023,50.55,239420470.5,26.15
Shaving Cream,2024,5.96,1019815.6,-44.89
Shaving Cream,2013,18.17,10162317.47,-46.95
Shaving Cream,2012,5.47,4170464.75,20.2
Shaving Cream,2003,30.93,149282036.6,20
Shaving Cream,2009,16.18,81214069.98,-47.67
Shaving Cream,2017,54.05,173540929.4,-26.9
Shaving Cream,2024,3.4,8597219.6,48.32
Shaving Cream,2004,30.62,15234858.52,-30.65
Shaving Cream,2023,30.7,173923205.7,12.15
Shaving Cream,2016,46.09,24383453.6,-7.86
Shaving Cream,2012,20.03,11275908.53,-3.18
Shaving Cream,2016,5.07,13333243.17,-11.76
Shaving Cream,2005,19.68,105446699.5,-17.41
Shaving Cream,2012,53.42,140627936.3,-15.85
Shaving Cream,2009,20.22,38859180.18,9.15
Shaving Cream,2003,42.24,189445808.6,18.51
Shaving Cream,2024,23.82,9130039.26,-14.6
Shaving Cream,2001,21.54,48582974.58,31.24
Shaving Cream,2016,36.41,48807422.95,27.26
Shaving Cream,2025,9.72,43152931.44,-24.1
Shaving Cream,2002,14.92,20419094.24,12.6
Shaving Cream,2017,54.81,282188134,-0.95
Shaving Cream,2014,31.56,98677294.92,-5.28
Shaving Cream,2011,53.07,23371338.09,4.82
Shaving Cream,2013,39.52,127562497.9,-49.36
Shaving Cream,2010,48.75,212093895,16.69
Shaving Cream,2010,7.31,34213636.28,-13.85
Shaving Cream,2013,32.54,36356356.28,22.24
Shaving Cream,2017,45.53,198251324.5,-23.59
Shaving Cream,2025,58.63,172644008.7,33.94
Shaving Cream,2022,6.04,7773443.76,32.53
Shaving Cream,2016,35.98,208193988.4,-33.4
Shaving Cream,2020,9.82,2767226.9,47.2
Shaving Cream,2015,37.15,36412349.6,-33.37
Shaving Cream,2006,59.27,62522381.98,-34.63
Shaving Cream,2024,57.47,322364459.6,24.36
Shaving Cream,2023,40.83,42029871.21,-2.64
Shaving Cream,2017,46.55,31848951.4,13.34
Shaving Cream,2021,30.67,92874403.28,-7
Shaving Cream,2017,31.29,138371357.7,-17.42
Shaving Cream,2000,48.75,94521960,-1.03
Shaving Cream,2003,38.87,37818449.89,-4.77
Shaving Cream,2011,12.33,73141153.11,42.25
Shaving Cream,2014,40.2,42679576.2,22.57
Shaving Cream,2003,40.79,194399592.6,-3.72
Shaving Cream,2017,27.27,107756068.8,47.62
Shaving Cream,2011,54.34,116269722.1,37.37
Shaving Cream,2025,23.29,114746220.1,-16.67
Shaving Cream,2015,45.84,90006748.32,-12.78
Shaving Cream,2022,14.07,65038237.32,-30.5
Shaving Cream,2021,28.21,152924322.5,-0.04
Shaving Cream,2018,34.05,81228794.7,-13.67
Shaving Cream,2007,47.4,195281127,19.47
Shaving Cream,2018,56.57,134212438.1,-34.95
Shaving Cream,2012,8.96,42307919.36,29.53
Shaving Cream,2004,54.74,3489291.82,-8.46
Shaving Cream,2009,3.11,11072545.44,-37.56
Shaving Cream,2007,47.52,103576540.3,-44.17
Shaving Cream,2006,52.47,35141047.92,1.2
Shaving Cream,2012,41.97,208890943.5,3.26
Shaving Cream,2008,17.95,16406407.7,2.43
Shaving Cream,2008,50.56,66151945.6,-44.54
Shaving Cream,2024,52.13,162058720.5,17.83
Shaving Cream,2001,33.97,179611517.3,-45.8
Shaving Cream,2011,59.77,194938838.9,-8.22
Shaving Cream,2009,11.16,66782053.8,7.44
Shaving Cream,2002,12.08,1622766.8,13.76
Shaving Cream,2004,10.1,58420046.3,36.13
Shaving Cream,2024,57.07,115025726.4,48.59
Shaving Cream,2007,42.74,137013883.2,-25.41
Shaving Cream,2013,48.61,136802588.3,-15.93
Shaving Cream,2008,46.27,60105146.43,-20.84
Shaving Cream,2006,10.52,1268228.08,-19.26
Shaving Cream,2019,13.72,2782141.6,34.16
Shaving Cream,2010,16.89,72027151.65,14.19
Shaving Cream,2009,9.89,47001997.53,35.68
Shaving Cream,2014,22.96,49436576.56,-45.76
Shaving Cream,2003,25.25,31352117,-8.9
Shaving Cream,2002,17.84,30858936.24,36.48
Shaving Cream,2023,39.76,203696006.6,38.23
Shaving Cream,2015,13.49,37952698.55,-2.52
Shaving Cream,2005,16.99,43680219.63,-37.67
Shaving Cream,2010,52.44,122850191.6,10.88
Shaving Cream,2016,28.49,27370884.31,-43.53
Shaving Cream,2000,34.55,99356022.35,15.76
Shaving Cream,2004,20.03,2523619.76,4.74
Shaving Cream,2016,28.31,118035232.7,41.4
Shaving Cream,2005,11.81,45064751.53,48.23
Shaving Cream,2019,48.73,45003373.25,47.35
Shaving Cream,2001,47.83,139284021.1,43.58
Shaving Cream,2004,23.08,129840948.3,-38.94
Shaving Cream,2019,14.1,14675731.2,8
Shaving Cream,2020,47.93,161006743.6,38.55
Shaving Cream,2012,20.57,107625634.1,-10.49
Shaving Cream,2016,4.68,2374004.88,12.98
Shaving Cream,2009,10.91,50091541.22,-35.72
Shaving Cream,2008,25.54,150306654.4,39.45
Shaving Cream,2020,29.61,120298619.7,16.44
Shaving Cream,2006,25.28,136943049.3,32.61
Shaving Cream,2016,46.43,164185812.4,-30.73
Shaving Cream,2008,59.95,200325023.3,-48.47
Shaving Cream,2001,16.97,32239012.05,37.54
Shaving Cream,2002,15.35,61188093.25,-35.19
Shaving Cream,2015,39.77,18249856.45,-9.26
Shaving Cream,2013,58.12,324308147,-34.98
Shaving Cream,2003,22.68,55484215.92,-45.22
Shaving Cream,2014,8.83,16812470.11,-17.04
Shaving Cream,2008,3.52,19154534.08,-15.43
Shaving Cream,2007,25.87,37934629.72,-34.66
Shaving Cream,2002,13.7,70878018.6,36.25
Shaving Cream,2020,11,21036334,29.38
Shaving Cream,2016,32.96,175076301.8,-31.86
Shaving Cream,2012,45.29,78651112.19,45.68
Shaving Cream,2016,39.26,101518861.3,10.65
Shaving Cream,2008,51.84,221369086.1,-39.35
Shaving Cream,2022,7.79,45064339.84,4.58
Shaving Cream,2017,17.52,16264656.96,-5.98
Shaving Cream,2011,42.46,173053542.6,-36.97
Shaving Cream,2007,58.67,240773818.2,-44.33
Shaving Cream,2000,46.31,89777538.51,-42.04
Shaving Cream,2004,6.04,34510415.8,42.14
Shaving Cream,2009,37.09,32881916.96,-9.08
Shaving Cream,2011,45.27,263317255.7,-15.44
Skincare,2006,44.46,107575994,9.2
Skincare,2011,37.43,162666475.6,-20.22
Skincare,2001,7.43,27970004.67,39.12
Skincare,2002,58.55,38863206.55,-5.9
Skincare,2009,7.24,13405178.56,28.89
Skincare,2000,23.5,136694494.5,19.82
Skincare,2023,38.71,20920006.59,10.6
Skincare,2002,52.14,79634829.78,21.49
Skincare,2021,7.52,12351111.2,27.35
Skincare,2014,4.6,16678505.2,-42.97
Skincare,2006,4.59,8165811.96,31.29
Skincare,2021,53.67,269050393.5,-34.94
Skincare,2007,5.45,9641366.1,-29.22
Skincare,2018,46.63,122369197.2,-34.97
Skincare,2005,40.56,221716210.6,27.7
Skincare,2005,13.15,56197642.75,38.57
Skincare,2010,13.29,27710367.66,-37.86
Skincare,2001,11.08,42726540.88,23.95
Skincare,2015,28.81,166880484.5,5.63
Skincare,2004,6.69,31379344.65,-46.48
Skincare,2001,16.67,23953956.5,32.71
Skincare,2010,22.6,97761317.2,40.76
Skincare,2001,35.74,169500452.5,29.82
Skincare,2008,55.8,130449240,48.98
Skincare,2020,23.06,20696257.76,-28.94
Skincare,2017,46.69,148694950.3,17.01
Skincare,2003,8.68,33910537.92,-42.14
Skincare,2016,31.95,189373560.8,-14.39
Skincare,2012,10.64,61324289.04,20.32
Skincare,2023,45.48,214634855.5,11.02
Skincare,2002,58.37,75619093.81,28.66
Skincare,2011,31.9,114546934.7,3.49
Skincare,2025,35.63,28526090.6,27.31
Skincare,2022,45.76,75352717.44,32.67
Skincare,2024,47.09,32161292.75,-46.02
Skincare,2014,9.68,48594306.64,-26.41
Skincare,2002,28.28,114504051.5,-7.16
Skincare,2003,19.61,36261615.79,36.6
Skincare,2002,30.28,89507316.64,20.64
Skincare,2006,12.43,59059665.83,25.84
Skincare,2011,8.84,333886.8,47.62
Skincare,2011,12.29,65300493.87,31.49
Skincare,2012,48.17,208727980,-24.99
Skincare,2006,47.6,221517262.4,-33.76
Skincare,2016,23.62,64179248.34,7.42
Skincare,2015,45.73,257109882.6,18.97
Skincare,2023,4.86,19233488.88,33.87
Skincare,2016,40.4,199886756.8,-33.1
Skincare,2009,23.75,97984567.5,43.31
Skincare,2001,31.29,140457712.3,-22.92
Skincare,2010,10.4,37554732.8,2.77
Skincare,2016,15.98,93269555.14,-24.09
Skincare,2022,16.17,76917407.49,-4.01
Skincare,2017,11.68,24672504.96,-34.04
Skincare,2017,35.25,73957284.75,22.98
Skincare,2010,50.75,25913051.5,-17.56
Skincare,2009,52.92,61946246.88,8.47
Skincare,2019,37.09,70149021.71,9.31
Skincare,2023,37.32,154349026.3,-1.01
Skincare,2004,58.83,165681634.7,23.98
Skincare,2021,59.05,14448235.9,38.07
Skincare,2013,3.15,4118870.7,-16.97
Skincare,2015,46.47,277182722.5,24.64
Skincare,2017,32.77,31267692.12,11.27
Skincare,2025,45.66,15925294.8,23.15
Skincare,2005,11.84,27321794.56,-42.78
Skincare,2005,29.31,38255499.93,-25.84
Skincare,2012,29.63,152477817.1,1.66
Skincare,2007,57.14,62989650.36,36.38
Skincare,2024,39.57,105479928.8,6.16
Skincare,2004,16.76,73728497,42.11
Skincare,2004,45.89,178984170.4,3.42
Skincare,2016,33.41,57031170.69,45.51
Skincare,2003,27.96,113122525.2,-1.05
Skincare,2002,30.74,99031984,9.14
Skincare,2000,49.72,174078619.9,22.32
Skincare,2006,39.14,21707631.1,-7.2
Skincare,2003,52.1,3406714.8,33.91
Skincare,2006,50.83,150989549.2,-44.5
Skincare,2016,4.69,8160468.68,4.22
Skincare,2021,36.41,78419530.31,-32.84
Skincare,2000,12.01,70331857.08,-46.11
Skincare,2021,57.68,285068807,15.39
Skincare,2020,22.87,82299959.13,-46.91
Skincare,2025,43.28,180099549.2,37.68
Skincare,2005,41.26,154899612.3,30.18
Skincare,2004,3.17,1779289.3,-12.65
Skincare,2015,58.17,115936591.1,-48.32
Skincare,2013,15.39,34576143.57,2.63
Skincare,2006,39.9,189516222,2.78
Skincare,2023,51.79,104820059.8,-1.61
Skincare,2019,19.32,113143522.8,43.71
Skincare,2024,51.17,213609216.2,-49.55
Skincare,2018,40.26,78701012.94,17.24
Skincare,2002,14.68,18816163.4,-26.66
Skincare,2001,4.83,28741557.39,-36.72
Skincare,2003,6.83,13333997.27,6.99
Skincare,2007,26.28,135989670.6,-16.86
Skincare,2015,50.85,274525013.7,5.57
Skincare,2005,10.14,34441858.62,12.45
Skincare,2015,6.31,33366024.31,-15.65
Skincare,2018,7.37,1884413.19,-1.01
Skincare,2022,3.3,5869360.2,7.86
Skincare,2015,38.21,32176946.68,18.96
Skincare,2021,6.53,26058193.55,-26.91
Skincare,2019,35.87,24216841.36,-26.16
Skincare,2001,39.77,167491872,38.25
Skincare,2011,35.62,34310395.08,-13.96
Skincare,2024,31.08,94788965.04,6.26
Skincare,2023,46.17,243942934.8,-33.43
Skincare,2016,31.48,151329554.2,6.44
Skincare,2006,48.37,144039378.4,42.37
Skincare,2013,9.82,53736503.18,-37.32
Skincare,2024,33.43,40431712.92,31.22
Skincare,2007,39.42,147998526.8,37.94
Skincare,2022,39.73,1646371.47,1.62
Skincare,2019,51.36,98249985.12,-12.8
Skincare,2003,11.91,3330238.47,-18.97
Skincare,2009,43.71,9531883.41,-36.33
Skincare,2017,47.06,11560383.12,-47.11
Skincare,2007,27.71,42118174.73,37.5
Skincare,2019,50.94,236174599.3,-45
Skincare,2007,17.86,72834383.78,-22.22
Skincare,2020,42.43,96630039.57,11.77
Skincare,2010,36.61,179358650.3,27.53
Skincare,2002,53.94,261184761.9,41.41
Skincare,2018,45.8,178317170.4,-23.64
Skincare,2025,31.73,62180233.91,-0.57
Skincare,2020,14.95,30860672.05,34.83
Skincare,2016,32.53,30582591.55,-28.35
Skincare,2015,5.67,24452827.56,7.88
Skincare,2012,27.88,122539040.3,-2.52
Skincare,2018,20.81,84648795.38,44.88
Skincare,2002,15.77,93152286.1,28.07
Skincare,2024,23.57,59502276.44,45.03
Skincare,2025,42.66,167938043.6,-22.48
Skincare,2024,26.96,31035866.72,25.5
Skincare,2013,10.7,44495415,45.84
Skincare,2000,27.55,86751836.85,-9.82
Skincare,2017,5.56,3397660.4,-42.48
Skincare,2011,8.89,21671437.48,-21.26
Skincare,2014,6.57,31855334.85,13.55
Skincare,2008,56.75,105144186.8,-37.68
Skincare,2013,52.75,41229611,40.87
Skincare,2018,22.49,116461248.9,48.92
Skincare,2010,13.57,56164954.42,17.15
Skincare,2003,25.85,101860270.6,41.11
Skincare,2012,36.74,70716968.3,16.37
Skincare,2012,17.07,54601228.62,-23.98
Skincare,2001,11.72,62336043,48.91
Skincare,2008,52.12,119798132.7,42.77
Skincare,2001,43.82,89749407.16,22.52
Skincare,2004,46.46,264483446,-17.14
Skincare,2010,23.54,71026677.04,-39.39
Skincare,2011,56.31,58059382.77,-16.86
Skincare,2025,50.91,18698072.07,36.07
Skincare,2001,54.65,94195231.85,42.3
Skincare,2008,6.49,8388247.12,-21.51
Skincare,2001,38.77,195519319.9,38.01
Skincare,2007,16.29,24684188.13,-12.78
Skincare,2020,32.47,148804490.1,33.46
Skincare,2002,40.68,98845077.6,5.88
Skincare,2015,57.61,300264126.5,36.18
Skincare,2014,3.33,18927187.2,-24.12
Skincare,2025,49.77,68458535.46,-5.45
Skincare,2008,56.06,80393515.72,26.07
Skincare,2020,45.86,61340043,49.33
Skincare,2022,44.95,35617391.1,-44.01
Skincare,2014,33.39,21629240.64,-17.78
Skincare,2022,58.06,88923650.92,-32.47
Skincare,2020,59.48,127060164.8,-48.94
Skincare,2010,31.64,11074537.88,0.39
Skincare,2016,7.14,42759739.26,23.85
Skincare,2002,24.6,30282846,-23.47
Skincare,2024,56.14,146834675.3,-47.41
Skincare,2020,40.96,126983331.8,-18.28
Skincare,2000,55.68,29171253.12,-7.32
Skincare,2021,18.43,93632693.5,13.31
Skincare,2022,13.8,21134562,-0.08
Skincare,2003,46.37,253780784.2,-36.49
Skincare,2008,34.24,24465438.72,-20.01
Skincare,2000,58.67,222397083.5,48.1
Skincare,2008,57.56,271165332.7,0.45
Skincare,2018,26.5,110648047,4.51
Skincare,2001,4.36,1625826.56,20.27
Skincare,2004,31.72,113865252.3,48.66
Skincare,2000,42.85,16648510.5,-9.28
Skincare,2006,17.31,102409508.6,-49.67
Skincare,2003,52.47,196242784.7,12.85
Skincare,2013,36.24,131350104.2,45.11
Skincare,2019,11.33,45940759.37,46.42
Skincare,2011,8.07,6594578.04,9.55
Skincare,2009,26.35,126799388.4,-48.98
Skincare,2002,42.27,36499975.92,46.31
Skincare,2016,29.1,88193864.7,-47.44
Skincare,2005,55.91,326924443.9,-43.88
Skincare,2022,29.3,47220524.6,23.32
Skincare,2010,10.81,45119577.94,-22.96
Skincare,2022,29.72,171877506.4,-2.45
Skincare,2023,55.7,265950010.2,-49.28
Skincare,2006,22.01,53974792.85,-27.14
Skincare,2018,8.27,43862078.66,9.09
Skincare,2012,41.87,238940659.5,41.64
Skincare,2025,30.46,29516531.96,-1.3
Skincare,2004,37.12,113121084.2,-45.57
Skincare,2021,30.81,139439744,36.2
Skincare,2012,22.07,14536008.24,36.15
Skincare,2001,48.97,80888694.97,-18.83
Skincare,2014,11,27464767,0.81
Skincare,2017,11.56,21880756.44,45.34
Skincare,2016,20.87,76262569.64,26.74
Skincare,2015,31.22,164758367.5,14.37
Skincare,2020,9.6,39530668.8,8.07
Skincare,2009,10.98,5185535.58,-34.92
Skincare,2025,38.86,217133047.9,27.66
Skincare,2025,37.42,68862416.94,-20.14
Skincare,2008,5.49,13865533.02,-10.99
Skincare,2015,59.08,271123673.5,11.51
Skincare,2025,58.72,24097689.76,5.15
Skincare,2007,44.7,166485641.7,-9.71
Skincare,2007,34.06,9452365.26,-17.44
Skincare,2006,42.67,28788936.96,17.5
Skincare,2006,28.46,66221809.48,17.74
Skincare,2011,12.7,12244184.3,43.99
Skincare,2009,54.23,7636017.84,-8.49
Skincare,2003,36.74,49922495.7,-4.46
Skincare,2006,52.45,169332255,35.92
Skincare,2001,29.58,156641126.6,-46.78
Skincare,2004,34.83,182821659.9,-13.87
Skincare,2014,20.76,39791626.2,8.09
Skincare,2011,30.51,122214029,24.02
Skincare,2017,39.34,815518.2,33.05
Skincare,2013,20.51,42637705.74,47.48
Skincare,2001,6.12,4814457.12,-40.78
Skincare,2020,40.23,197185293.3,-9.86
Skincare,2017,39.4,118841274.4,-11.79
Skincare,2003,4.28,24869329.48,-32.73
Skincare,2019,8.18,16962015.28,-46.01
Skincare,2001,14.69,71422045.5,33.14
Skincare,2001,25.58,115864968.1,-34.54
Skincare,2022,10.01,40590449.9,27.25
Skincare,2017,43,65648702,46.9
Skincare,2005,46.65,162661972.4,37.65
Skincare,2018,46.64,232157036.3,-6.93
Skincare,2002,18,34294662,18.88
Skincare,2006,6.39,27358772.22,2.13
Skincare,2017,25.5,58898982,16.41
Skincare,2021,13.54,27235520.44,-40.28
Skincare,2017,58.15,243265175.2,25.38
Skincare,2003,21.49,72659538.14,14.79
Skincare,2010,3.27,1816475.19,-37.84
Skincare,2024,22,72629810,-21.63
Skincare,2001,50.3,65613633.8,0.21
Skincare,2022,43.34,3929464.44,10.98
Skincare,2023,21.65,120930166.9,5.04
Skincare,2018,4,708884,12.85
Skincare,2012,17.3,61284229.3,7.87
Skincare,2013,13.66,63068397.58,-24.05
Skincare,2003,38.01,1423588.53,42.99
Skincare,2021,7.83,27319191.03,22.23
Skincare,2013,34.01,135731359.3,28.03
Skincare,2010,3.66,20325184.14,-46.49
Skincare,2021,16.89,15677348.67,-36.59
Skincare,2008,42.33,168028342.4,-13.65
Skincare,2004,58.73,206969805.7,-43.46
Skincare,2006,9.94,39938174.5,38.38
Skincare,2017,48.53,37670781.61,-6.78
Skincare,2018,57.24,75531843.36,11.74
Skincare,2016,39.52,192275984.2,47.03
Skincare,2001,31.1,844769.3,32.09
Skincare,2000,14.79,12652918.95,45.4
Skincare,2018,47.84,24269088.48,6.33
Skincare,2009,17.14,76574355.48,-35.77
Skincare,2022,16.83,55288771.56,5.77
Skincare,2022,19.77,548182.56,32.92
Skincare,2021,16.12,82691231.48,7.38
Skincare,2012,10.21,26468363.16,19.78
Skincare,2006,37.89,177767793.1,-2.93
Skincare,2002,23.74,35230326.18,38.83
Skincare,2011,32.11,76964426.89,44.21
Skincare,2023,35.27,130823307.7,-47.79
Skincare,2007,59.77,298945811.3,7.25
Skincare,2025,11.24,14304125.16,-6.04
Skincare,2009,25.97,101097418.4,-39.32
Skincare,2002,57.46,222190867.3,15.2
Skincare,2021,43.48,159317285.5,49.4
Skincare,2025,19.06,62110783.88,-22.97
Skincare,2001,45.37,225636942.3,-5.97
Skincare,2004,54.82,271983016.1,26.79
Skincare,2012,23.79,23597443.74,-4.3
Skincare,2020,46.09,142322463.3,-2.73
Skincare,2022,53.17,23167710.93,49.72
Skincare,2011,7.7,41689247.6,-44.32
Skincare,2003,31.33,115053190.3,-35.06
Skincare,2017,57.58,103186066.3,45.1
Skincare,2007,5.47,7180299.43,-10.3
Skincare,2019,42.71,75877176.57,40.25
Skincare,2015,8.81,51895349.05,29.81
Skincare,2025,25.51,92389515.98,4.31
Skincare,2025,17.11,58339830.12,19.78
Skincare,2015,48.09,270826481.3,-35.49
Skincare,2007,45.26,38849056.78,-49.99
Sunscreen,2014,51.77,310308137.5,43.46
Sunscreen,2016,7.37,42808888.21,-20.38
Sunscreen,2002,18.02,27714705.94,49.22
Sunscreen,2017,8.97,25612606.11,31.59
Sunscreen,2016,29.28,138325308,29.12
Sunscreen,2011,35.47,94164727.37,14.2
Sunscreen,2020,49.03,164385871.8,12.69
Sunscreen,2010,23.52,11887031.52,11.39
Sunscreen,2025,30.2,169176353.2,-47.86
Sunscreen,2023,27.02,67407307.38,9.39
Sunscreen,2023,35.12,75917850.4,-38.5
Sunscreen,2018,46.66,25380147.08,-14.19
Sunscreen,2005,7.77,7491826.23,35.48
Sunscreen,2014,53.13,316399776,-31.65
Sunscreen,2006,13.96,82355456.48,6
Sunscreen,2007,3.9,20515275.3,-18.02
Sunscreen,2010,28.05,141864670.2,47.78
Sunscreen,2013,49.45,238237045.2,-39.14
Sunscreen,2004,5.94,606687.84,-3.76
Sunscreen,2024,28.05,120836006,-6.42
Sunscreen,2012,30.56,83577566.08,-0.62
Sunscreen,2011,20.33,17467800.29,11.52
Sunscreen,2009,12.62,9000066.58,-6.18
Sunscreen,2002,27.56,104576640.5,39.25
Sunscreen,2004,20.35,104606733,5.08
Sunscreen,2006,9.02,34395731.48,8.73
Sunscreen,2022,56.89,308409849.3,7.36
Sunscreen,2004,35.22,189690376.6,-26.78
Sunscreen,2018,56.27,72124860.28,-41
Sunscreen,2014,39.69,204058593.9,47.94
Sunscreen,2008,34.77,101919805.9,-44.11
Sunscreen,2003,49.42,177500084.3,20.62
Sunscreen,2013,24.42,49942172.28,-15.81
Sunscreen,2019,23.86,19161989.86,-15.78
Sunscreen,2021,38.5,27753726,-27.58
Sunscreen,2001,29.73,57969218.88,43.07
Sunscreen,2005,39.5,193935046,-49.38
Sunscreen,2010,52.4,258528919.2,-22.48
Sunscreen,2022,14.63,44512360.2,22.24
Sunscreen,2012,34.26,146982354.8,17.83
Sunscreen,2012,4.07,7445430.08,44.81
Sunscreen,2005,17.74,62974534.14,-19.36
Sunscreen,2001,23.47,127851182.1,10.55
Sunscreen,2003,46.36,240390090.8,-36.99
Sunscreen,2014,13.94,30612755.78,-36.52
Sunscreen,2012,17.48,4930461.24,43.07
Sunscreen,2014,48.76,177983166.9,-6.72
Sunscreen,2015,58.18,266619391.5,-41.16
Sunscreen,2009,37.77,128548533.1,-49.98
Sunscreen,2012,27.77,25543262.55,48.96
Sunscreen,2008,26.97,65227160.76,-18.41
Sunscreen,2004,13.32,61425113.4,-36.69
Sunscreen,2009,31.93,177360485.4,22.24
Sunscreen,2016,7.44,39269078.88,9.56
Sunscreen,2016,14.03,14593472.86,-16.57
Sunscreen,2015,8.02,14862311.12,48.38
Sunscreen,2025,8.4,26458908,-26.77
Sunscreen,2021,45.23,41222531.54,-48.34
Sunscreen,2020,48.14,141773070.2,42.76
Sunscreen,2005,54.21,60248343.48,35.74
Sunscreen,2017,19.51,10726656.53,-1.56
Sunscreen,2007,13.54,41954272.22,17.66
Sunscreen,2021,56.86,181207077.1,23.49
Sunscreen,2000,53.8,218998818,41.74
Sunscreen,2005,41.88,149530906.7,18.68
Sunscreen,2025,10.49,24937111.23,-41.41
Sunscreen,2020,6.61,22165722.82,33.67
Sunscreen,2007,28.4,86957448.8,-22.19
Sunscreen,2024,26.25,78535721.25,-9.42
Sunscreen,2005,30.87,52360119.63,-31.66
Sunscreen,2016,30.21,173601311.9,35.83
Sunscreen,2015,13.57,43144919.38,35.59
Sunscreen,2016,50.29,56714446.92,4.25
Sunscreen,2014,5.3,9918457.1,36.9
Sunscreen,2005,35.31,126756120.5,7.81
Sunscreen,2022,31.02,33214665,12.98
Sunscreen,2010,13.93,6397073.9,32.33
Sunscreen,2021,27.71,159691233.7,0.09
Sunscreen,2002,45.1,255435079.9,36.46
Sunscreen,2006,18.28,49335142.52,4.23
Sunscreen,2005,32.7,190968425.1,48.74
Sunscreen,2013,10.34,52079901.94,-0.34
Sunscreen,2004,5.08,22119523.96,42.56
Sunscreen,2008,30.16,58117354.88,22.14
Sunscreen,2009,25.2,127881280.8,13.62
Sunscreen,2018,20.49,33286578.72,38.73
Sunscreen,2001,19.51,33745686.11,-27.66
Sunscreen,2023,42.39,7787848.41,-48.61
Sunscreen,2000,14.34,80274373.56,-26.02
Sunscreen,2002,23,105463924,-7.82
Sunscreen,2011,12.94,65314028.88,17.34
Sunscreen,2007,19.56,96701138.76,-36.21
Sunscreen,2012,34.16,89128564,-33.93
Sunscreen,2012,43.9,145042175.8,33.95
Sunscreen,2001,52.82,315980860.4,-45.44
Sunscreen,2010,50.79,30266218.11,-32.31
Sunscreen,2003,6.91,29696961.89,44.47
Sunscreen,2021,28.12,18524134.36,-44.76
Sunscreen,2000,46.76,25706917.88,-19.23
Sunscreen,2017,9.02,15262020.4,-39.71
Sunscreen,2023,49.43,84470778.71,-13.79
Sunscreen,2013,24.28,74792597.6,10.9
Sunscreen,2019,50.48,168048626.7,30.16
Sunscreen,2007,7.88,41745119.52,41.38
Sunscreen,2023,32.55,127372869.8,13.94
Sunscreen,2022,3.2,7879859.2,-35.64
Sunscreen,2023,10.47,45689624.67,-32.71
Sunscreen,2023,9.99,21938659.38,11.93
Sunscreen,2013,54.89,141539354,41.94
Sunscreen,2020,52.17,115818756.4,30.47
Sunscreen,2017,52.16,4016007.04,26.82
Sunscreen,2019,13.48,36906056.24,-48.84
Sunscreen,2015,24.09,82068752.04,-7.53
Sunscreen,2000,25.24,133658521,-30.13
Sunscreen,2022,23.31,78517823.58,35.98
Sunscreen,2011,45.26,104261977,-41.2
Sunscreen,2010,37.9,135116835.2,21.1
Sunscreen,2004,25.99,38849826.01,-14.28
Sunscreen,2000,34.26,201861633,-42.07
Sunscreen,2005,57.11,329790775.5,24.51
Sunscreen,2012,16.57,37129310.35,12.66
Sunscreen,2002,34.33,122910051.2,3.71
