Year,Category,Dollar Sales UD
2004,Hydration Products,"$697,000,000.00 "
2019,Hydration Products,"$245,000,000.00 "
2015,Hydration Products,"$239,000,000.00 "
2024,Hydration Products,"$60,818,981.00 "
2002,Hydration Products,"$211,000,000.00 "
2006,Hydration Products,"$644,000,000.00 "
2003,Hydration Products,"$459,000,000.00 "
2014,Hydration Products,"$515,000,000.00 "
2016,Hydration Products,"$171,000,000.00 "
2023,Hydration Products,"$696,000,000.00 "
2004,Hydration Products,"$735,000,000.00 "
2022,Hydration Products,"$283,000,000.00 "
2009,Hydration Products,"$28,731,742.00 "
2014,Hydration Products,"$134,000,000.00 "
2004,Hydration Products,"$54,442,160.00 "
2022,Hydration Products,"$116,000,000.00 "
2024,Hydration Products,"$95,184,838.00 "
2006,Hydration Products,"$59,786,365.00 "
2017,Hydration Products,"$92,211,438.00 "
2010,Hydration Products,"$525,000,000.00 "
2022,Hydration Products,"$843,000,000.00 "
2000,Hydration Products,"$77,335,410.00 "
2000,Hydration Products,"$238,000,000.00 "
2012,Hydration Products,"$850,000,000.00 "
2019,Hydration Products,"$399,000,000.00 "
2009,Hydration Products,"$226,000,000.00 "
2003,Hydration Products,"$177,000,000.00 "
2022,Hydration Products,"$73,819,540.00 "
2022,Hydration Products,"$106,000,000.00 "
2002,Hydration Products,"$98,278,984.00 "
2023,Hydration Products,"$351,000,000.00 "
2019,Hydration Products,"$391,000,000.00 "
2015,Hydration Products,"$82,466,389.00 "
2023,Hydration Products,"$204,000,000.00 "
2016,Hydration Products,"$22,170,338.00 "
2012,Hydration Products,"$122,000,000.00 "
2011,Hydration Products,"$84,057,065.00 "
2000,Hydration Products,"$133,000,000.00 "
2004,Hydration Products,"$631,000,000.00 "
2009,Hydration Products,"$462,000,000.00 "
2009,Hydration Products,"$139,000,000.00 "
2004,Hydration Products,"$55,025,883.00 "
2021,Hydration Products,"$594,000,000.00 "
2021,Hydration Products,"$241,000,000.00 "
2007,Hydration Products,"$153,000,000.00 "
2000,Hydration Products,"$79,342,915.00 "
2004,Hydration Products,"$307,000,000.00 "
2023,Hydration Products,"$338,000,000.00 "
2017,Hydration Products,"$47,288,850.00 "
2021,Hydration Products,"$257,000,000.00 "
2015,Hydration Products,"$144,000,000.00 "
2000,Hydration Products,"$315,000,000.00 "
2016,Hydration Products,"$206,000,000.00 "
2014,Hydration Products,"$257,000,000.00 "
2024,Hydration Products,"$102,000,000.00 "
2003,Hydration Products,"$266,000,000.00 "
2002,Hydration Products,"$205,000,000.00 "
2011,Hydration Products,"$76,524,589.00 "
2019,Hydration Products,"$38,333,336.00 "
2009,Hydration Products,"$26,236,848.00 "
2010,Hydration Products,"$459,000,000.00 "
2012,Hydration Products,"$44,814,752.00 "
2013,Hydration Products,"$569,000,000.00 "
2016,Hydration Products,"$538,000,000.00 "
2003,Hydration Products,"$153,000,000.00 "
2003,Hydration Products,"$261,000,000.00 "
2013,Hydration Products,"$829,000,000.00 "
2018,Hydration Products,"$142,000,000.00 "
2023,Hydration Products,"$12,552,579.00 "
2013,Hydration Products,"$316,000,000.00 "
2011,Hydration Products,"$690,000,000.00 "
2008,Laser Masks,"$543,000,000.00 "
2005,Laser Masks,"$49,506,906.00 "
2022,Laser Masks,"$419,000,000.00 "
2019,Laser Masks,"$632,000,000.00 "
2000,Laser Masks,"$710,000,000.00 "
2024,Laser Masks,"$736,000,000.00 "
2009,Laser Masks,"$248,000,000.00 "
2006,Laser Masks,"$137,000,000.00 "
2020,Laser Masks,"$193,000,000.00 "
2016,Laser Masks,"$465,000,000.00 "
2004,Laser Masks,"$576,000,000.00 "
2006,Laser Masks,"$110,000,000.00 "
2000,Laser Masks,"$144,000,000.00 "
2014,Laser Masks,"$119,000,000.00 "
2006,Laser Masks,"$306,000,000.00 "
2006,Laser Masks,"$427,000,000.00 "
2017,Laser Masks,"$536,000,000.00 "
2002,Laser Masks,"$521,000,000.00 "
2006,Laser Masks,"$319,000,000.00 "
2017,Laser Masks,"$191,000,000.00 "
2002,Laser Masks,"$86,427,233.00 "
2005,Laser Masks,"$285,000,000.00 "
2009,Laser Masks,"$307,000,000.00 "
2008,Laser Masks,"$116,000,000.00 "
2023,Laser Masks,"$581,000,000.00 "
2021,Laser Masks,"$534,000,000.00 "
2001,Laser Masks,"$98,245,645.00 "
2010,Laser Masks,"$398,000,000.00 "
2015,Laser Masks,"$211,000,000.00 "
2001,Laser Masks,"$210,000,000.00 "
2021,Laser Masks,"$116,000,000.00 "
2005,Laser Masks,"$531,000,000.00 "
2008,Laser Masks,"$136,000,000.00 "
2023,Laser Masks,"$281,000,000.00 "
2004,Laser Masks,"$92,216,548.00 "
2023,Laser Masks,"$869,000,000.00 "
2002,Laser Masks,"$82,166,213.00 "
2019,Laser Masks,"$357,000,000.00 "
2016,Laser Masks,"$204,000,000.00 "
2017,Laser Masks,"$202,000,000.00 "
2010,Laser Masks,"$89,016,914.00 "
2019,Laser Masks,"$107,000,000.00 "
2011,Laser Masks,"$47,606,436.00 "
2009,Laser Masks,"$622,000,000.00 "
2013,Laser Masks,"$601,000,000.00 "
2005,Laser Masks,"$291,000,000.00 "
2000,Laser Masks,"$498,000,000.00 "
2004,Laser Masks,"$291,000,000.00 "
2010,Laser Masks,"$179,000,000.00 "
2016,Laser Masks,"$929,000,000.00 "
2010,Laser Masks,"$501,000,000.00 "
2016,Laser Masks,"$813,000,000.00 "
2012,Laser Masks,"$257,000,000.00 "
2024,Laser Masks,"$165,000,000.00 "
2003,Laser Masks,"$549,000,000.00 "
2002,Laser Masks,"$152,000,000.00 "
2017,Laser Masks,"$556,000,000.00 "
2022,Laser Masks,"$596,000,000.00 "
2009,Laser Masks,"$445,000,000.00 "
2015,Laser Masks,"$112,000,000.00 "
2003,Laser Masks,"$40,356,105.00 "
2014,Laser Masks,"$305,000,000.00 "
2007,Laser Masks,"$542,000,000.00 "
2003,Laser Masks,"$384,000,000.00 "
2000,Laser Masks,"$135,000,000.00 "
2003,Laser Masks,"$103,000,000.00 "
2005,Laser Masks,"$528,000,000.00 "
2000,Laser Masks,"$686,000,000.00 "
2009,Laser Masks,"$155,000,000.00 "
2012,Laser Masks,"$540,000,000.00 "
2010,Laser Masks,"$865,000,000.00 "
2006,Laser Masks,"$108,000,000.00 "
2014,Laser Masks,"$32,816,341.00 "
2015,Laser Masks,"$29,149,470.00 "
2010,Laser Masks,"$663,000,000.00 "
2016,Laser Masks,"$381,000,000.00 "
2013,Laser Masks,"$682,000,000.00 "
2004,Laser Masks,"$314,000,000.00 "
2007,Laser Masks,"$375,000,000.00 "
2023,Laser Masks,"$349,000,000.00 "
2023,Laser Masks,"$49,495,452.00 "
2015,Laser Masks,"$244,000,000.00 "
2019,Laser Masks,"$25,986,253.00 "
2017,Laser Masks,"$53,258,665.00 "
2015,Laser Masks,"$507,000,000.00 "
2017,Laser Masks,"$667,000,000.00 "
2003,Laser Masks,"$151,000,000.00 "
2015,Laser Masks,"$691,000,000.00 "
2007,Laser Masks,"$471,000,000.00 "
2019,Laser Masks,"$103,000,000.00 "
2009,Laser Masks,"$200,000,000.00 "
2005,Laser Masks,"$637,000,000.00 "
2022,Laser Masks,"$588,000,000.00 "
2008,Laser Masks,"$213,000,000.00 "
2010,Laser Masks,"$247,000,000.00 "
2017,Laser Masks,"$619,000,000.00 "
2002,Laser Masks,"$268,000,000.00 "
2006,Laser Masks,"$977,000,000.00 "
2002,Laser Masks,"$36,407,760.00 "
2007,Laser Masks,"$125,000,000.00 "
2005,Laser Masks,"$201,000,000.00 "
2019,Laser Masks,"$261,000,000.00 "
2019,Laser Masks,"$209,000,000.00 "
2012,Laser Masks,"$477,000,000.00 "
2003,Laser Masks,"$192,000,000.00 "
2003,Laser Masks,"$596,000,000.00 "
2000,Laser Masks,"$253,000,000.00 "
2002,Laser Masks,"$177,000,000.00 "
2017,Laser Masks,"$774,000,000.00 "
2005,Laser Masks,"$310,000,000.00 "
2006,Laser Masks,"$123,000,000.00 "
2003,Laser Masks,"$146,000,000.00 "
2011,Laser Masks,"$272,000,000.00 "
2024,Laser Masks,"$220,000,000.00 "
2009,Laser Masks,"$750,000,000.00 "
2006,Laser Masks,"$460,000,000.00 "
2022,Laser Masks,"$9,401,543.00 "
2003,Laser Masks,"$118,000,000.00 "
2017,Laser Masks,"$218,000,000.00 "
2023,Laser Masks,"$254,000,000.00 "
2006,Laser Masks,"$295,000,000.00 "
2018,Laser Masks,"$372,000,000.00 "
2008,Laser Masks,"$80,924,849.00 "
2017,Laser Masks,"$718,000,000.00 "
2007,Laser Masks,"$714,000,000.00 "
2018,Laser Masks,"$748,000,000.00 "
2015,Laser Masks,"$46,412,137.00 "
2015,Laser Masks,"$945,000,000.00 "
2014,Laser Masks,"$542,000,000.00 "
2001,Laser Masks,"$101,000,000.00 "
2006,Laser Masks,"$75,912,575.00 "
2021,Laser Masks,"$682,000,000.00 "
2003,Laser Masks,"$401,000,000.00 "
2013,Laser Masks,"$187,000,000.00 "
2007,Laser Masks,"$823,000,000.00 "
2024,Laser Masks,"$261,000,000.00 "
2015,Laser Masks,"$106,000,000.00 "
2018,Laser Masks,"$98,282,290.00 "
2020,Laser Masks,"$13,273,964.00 "
2011,Laser Masks,"$185,000,000.00 "
2010,Laser Masks,"$855,000,000.00 "
2008,Laser Masks,"$62,865,143.00 "
2001,Laser Masks,"$190,000,000.00 "
2000,Laser Masks,"$665,000,000.00 "
2015,Laser Masks,"$209,000,000.00 "
2003,Laser Masks,"$127,000,000.00 "
2007,Laser Masks,"$412,000,000.00 "
2011,Laser Masks,"$189,000,000.00 "
2013,Laser Masks,"$484,000,000.00 "
2017,Laser Masks,"$143,000,000.00 "
2023,Laser Masks,"$45,422,166.00 "
2022,Laser Masks,"$299,000,000.00 "
2009,Laser Masks,"$345,000,000.00 "
2014,Laser Masks,"$42,192,708.00 "
2006,Laser Masks,"$495,000,000.00 "
2021,Laser Masks,"$392,000,000.00 "
2001,Laser Masks,"$12,979,213.00 "
2016,Laser Masks,"$517,000,000.00 "
2020,Laser Masks,"$560,000,000.00 "
2024,Laser Masks,"$488,000,000.00 "
2009,Laser Masks,"$62,229,418.00 "
2000,Laser Masks,"$61,110,014.00 "
2015,Laser Masks,"$257,000,000.00 "
2003,Laser Masks,"$138,000,000.00 "
2008,Laser Masks,"$604,000,000.00 "
2014,Laser Masks,"$840,000,000.00 "
2022,Laser Masks,"$90,989,006.00 "
2017,Laser Masks,"$111,000,000.00 "
2017,Laser Masks,"$12,276,592.00 "
2008,Laser Masks,"$179,000,000.00 "
2000,Laser Masks,"$844,000,000.00 "
2018,Laser Masks,"$173,000,000.00 "
2023,Laser Masks,"$218,000,000.00 "
2016,Laser Masks,"$182,000,000.00 "
2014,Laser Masks,"$35,320,724.00 "
2024,Laser Masks,"$513,000,000.00 "
2020,Laser Masks,"$527,000,000.00 "
2002,Laser Masks,"$321,000,000.00 "
2022,Laser Masks,"$131,000,000.00 "
2004,Laser Masks,"$203,000,000.00 "
2019,Laser Masks,"$181,000,000.00 "
2021,Laser Masks,"$160,000,000.00 "
2018,Laser Masks,"$234,000,000.00 "
2024,Laser Masks,"$306,000,000.00 "
2011,Laser Masks,"$27,401,611.00 "
2000,Laser Masks,"$806,000,000.00 "
2004,Laser Masks,"$111,000,000.00 "
2007,Laser Masks,"$818,000,000.00 "
2007,Laser Masks,"$345,000,000.00 "
2002,Laser Masks,"$132,000,000.00 "
2004,Laser Masks,"$406,000,000.00 "
2015,Laser Masks,"$362,000,000.00 "
2016,Laser Masks,"$211,000,000.00 "
2000,Laser Masks,"$427,000,000.00 "
2024,Laser Masks,"$190,000,000.00 "
2019,Laser Masks,"$60,877,068.00 "
2014,Laser Masks,"$576,000,000.00 "
2015,Laser Masks,"$298,000,000.00 "
2012,Laser Masks,"$939,000,000.00 "
2009,Laser Masks,"$66,698,714.00 "
2012,Laser Masks,"$67,487,448.00 "
2016,Laser Masks,"$543,000,000.00 "
2022,Laser Masks,"$132,000,000.00 "
2023,Laser Masks,"$320,000,000.00 "
2001,Laser Masks,"$79,786,977.00 "
2004,Laser Masks,"$66,282,133.00 "
2022,Laser Masks,"$105,000,000.00 "
2016,Laser Masks,"$49,366,851.00 "
2024,Laser Masks,"$554,000,000.00 "
2006,Laser Masks,"$355,000,000.00 "
2002,Laser Masks,"$32,557,211.00 "
2008,Laser Masks,"$300,000,000.00 "
2019,Laser Masks,"$165,000,000.00 "
2008,Laser Masks,"$320,000,000.00 "
2009,Laser Masks,"$77,914,993.00 "
2006,Laser Masks,"$830,000,000.00 "
2010,Laser Masks,"$515,000,000.00 "
2011,Laser Masks,"$147,000,000.00 "
2015,Laser Masks,"$220,000,000.00 "
2012,Laser Masks,"$289,000,000.00 "
2007,Laser Masks,"$455,000,000.00 "
2014,Laser Masks,"$330,000,000.00 "
2001,Laser Masks,"$390,000,000.00 "
2008,Laser Masks,"$161,000,000.00 "
2022,Laser Masks,"$248,000,000.00 "
2019,Laser Masks,"$304,000,000.00 "
2013,Laser Masks,"$227,000,000.00 "
2011,Laser Masks,"$226,000,000.00 "
2012,Laser Masks,"$592,000,000.00 "
2016,Laser Masks,"$293,000,000.00 "
2009,Laser Masks,"$253,000,000.00 "
2020,Laser Masks,"$203,000,000.00 "
2009,Laser Masks,"$354,000,000.00 "
2024,Laser Masks,"$124,000,000.00 "
2010,Laser Masks,"$110,000,000.00 "
2010,Laser Masks,"$295,000,000.00 "
2010,Laser Masks,"$212,000,000.00 "
2006,Laser Masks,"$61,394,435.00 "
2017,Laser Masks,"$785,000,000.00 "
2009,Laser Masks,"$104,000,000.00 "
2004,Laser Masks,"$33,369,284.00 "
2007,Laser Masks,"$77,016,744.00 "
2017,Laser Masks,"$5,629,375.00 "
2001,Laser Masks,"$343,000,000.00 "
2015,Laser Masks,"$839,000,000.00 "
2003,Laser Masks,"$598,000,000.00 "
2011,Laser Masks,"$66,350,106.00 "
2004,Laser Masks,"$85,890,963.00 "
2000,Laser Masks,"$409,000,000.00 "
2010,Laser Masks,"$135,000,000.00 "
2023,Laser Masks,"$705,000,000.00 "
2019,Laser Masks,"$23,966,820.00 "
2015,Laser Masks,"$81,479,333.00 "
2000,Laser Masks,"$191,000,000.00 "
2019,Laser Masks,"$64,582,076.00 "
2014,Laser Masks,"$210,000,000.00 "
2011,Laser Masks,"$86,676,070.00 "
2002,Laser Masks,"$584,000,000.00 "
2013,Laser Masks,"$189,000,000.00 "
2002,Laser Masks,"$436,000,000.00 "
2014,Laser Masks,"$583,000,000.00 "
2006,Laser Masks,"$352,000,000.00 "
2012,Laser Masks,"$919,000,000.00 "
2019,Laser Masks,"$74,348,600.00 "
2011,Laser Masks,"$143,000,000.00 "
2023,Laser Masks,"$197,000,000.00 "
2018,Laser Masks,"$41,107,885.00 "
2015,Laser Masks,"$202,000,000.00 "
2003,Laser Masks,"$229,000,000.00 "
2000,Laser Masks,"$658,000,000.00 "
2001,Laser Masks,"$493,000,000.00 "
2010,Laser Masks,"$941,000,000.00 "
2002,Laser Masks,"$351,000,000.00 "
2020,Laser Masks,"$215,000,000.00 "
2017,Laser Masks,"$566,000,000.00 "
2017,Laser Masks,"$176,000,000.00 "
2002,Laser Masks,"$604,000,000.00 "
2008,Laser Masks,"$281,000,000.00 "
2024,Laser Masks,"$65,875,410.00 "
2015,Laser Masks,"$436,000,000.00 "
2010,Laser Masks,"$7,346,524.00 "
2023,Laser Masks,"$149,000,000.00 "
2008,Laser Masks,"$457,000,000.00 "
2014,Laser Masks,"$619,000,000.00 "
2021,Laser Masks,"$866,000,000.00 "
2007,Laser Masks,"$12,561,693.00 "
2001,Laser Masks,"$728,000,000.00 "
2023,Laser Masks,"$20,135,664.00 "
2009,Laser Masks,"$208,000,000.00 "
2002,Laser Masks,"$157,000,000.00 "
2007,Laser Masks,"$820,000,000.00 "
2020,Laser Masks,"$621,000,000.00 "
2005,Laser Masks,"$422,000,000.00 "
2003,Laser Masks,"$377,000,000.00 "
2021,Laser Masks,"$772,000,000.00 "
2022,Laser Masks,"$997,000,000.00 "
2010,Laser Masks,"$242,000,000.00 "
2012,Laser Masks,"$587,000,000.00 "
2014,Laser Masks,"$751,000,000.00 "
2001,Laser Masks,"$937,000,000.00 "
2019,Laser Masks,"$225,000,000.00 "
2000,Laser Masks,"$517,000,000.00 "
2015,Laser Masks,"$50,452,440.00 "
2024,Laser Masks,"$1,140,000,000.00 "
2007,Laser Masks,"$37,487,710.00 "
2017,Laser Masks,"$205,000,000.00 "
2004,Laser Masks,"$235,000,000.00 "
2015,Laser Masks,"$84,195,446.00 "
2017,Laser Masks,"$166,000,000.00 "
2012,Laser Masks,"$242,000,000.00 "
2018,Laser Masks,"$118,000,000.00 "
2023,Laser Masks,"$52,381,206.00 "
2016,Laser Masks,"$298,000,000.00 "
2016,Laser Masks,"$543,000,000.00 "
2018,Laser Masks,"$529,000,000.00 "
2010,Laser Masks,"$292,000,000.00 "
2017,Laser Masks,"$207,000,000.00 "
2010,Laser Masks,"$279,000,000.00 "
2021,Laser Masks,"$159,000,000.00 "
2003,Laser Masks,"$606,000,000.00 "
2020,Laser Masks,"$538,000,000.00 "
2011,Laser Masks,"$808,000,000.00 "
2013,Laser Masks,"$417,000,000.00 "
2017,Laser Masks,"$198,000,000.00 "
2011,Laser Masks,"$1,160,000,000.00 "
2003,Laser Masks,"$205,000,000.00 "
2020,Laser Masks,"$523,000,000.00 "
2018,Laser Masks,"$515,000,000.00 "
2009,Laser Masks,"$105,000,000.00 "
2018,Laser Masks,"$518,000,000.00 "
2020,Laser Masks,"$27,484,832.00 "
2005,Laser Masks,"$174,000,000.00 "
2012,Laser Masks,"$598,000,000.00 "
2018,Laser Masks,"$242,000,000.00 "
2001,Laser Masks,"$19,055,112.00 "
2001,Laser Masks,"$138,000,000.00 "
2013,Laser Masks,"$367,000,000.00 "
2019,Laser Masks,"$65,788,543.00 "
2018,Laser Masks,"$3,422,406.00 "
2016,Laser Masks,"$205,000,000.00 "
2006,Laser Masks,"$459,000,000.00 "
2020,Laser Masks,"$274,000,000.00 "
2006,Laser Masks,"$149,000,000.00 "
2005,Laser Masks,"$797,000,000.00 "
2007,Laser Masks,"$96,600,449.00 "
2001,Laser Masks,"$649,000,000.00 "
2015,Laser Masks,"$744,000,000.00 "
2001,Laser Masks,"$40,106,507.00 "
2016,Laser Masks,"$70,020,964.00 "
2018,Laser Masks,"$331,000,000.00 "
2005,Laser Masks,"$616,000,000.00 "
2002,Laser Masks,"$635,000,000.00 "
2016,Laser Masks,"$77,508,776.00 "
2010,Laser Masks,"$991,000,000.00 "
2001,Laser Masks,"$294,000,000.00 "
2004,Laser Masks,"$117,000,000.00 "
2009,Laser Masks,"$636,000,000.00 "
2024,Laser Masks,"$103,000,000.00 "
2024,Laser Masks,"$72,165,555.00 "
2019,Laser Masks,"$907,000,000.00 "
2012,Laser Masks,"$189,000,000.00 "
2022,Laser Masks,"$431,000,000.00 "
2007,Laser Masks,"$578,000,000.00 "
2011,Laser Masks,"$539,000,000.00 "
2023,Laser Masks,"$12,058,067.00 "
2021,Laser Masks,"$308,000,000.00 "
2018,Laser Masks,"$255,000,000.00 "
2008,Laser Masks,"$674,000,000.00 "
2020,Laser Masks,"$72,214,707.00 "
2022,Laser Masks,"$600,000,000.00 "
2012,Laser Masks,"$646,000,000.00 "
2001,Laser Masks,"$170,000,000.00 "
2010,Laser Masks,"$161,000,000.00 "
2005,Laser Masks,"$491,000,000.00 "
2018,Laser Masks,"$617,000,000.00 "
2012,Laser Masks,"$559,000,000.00 "
2011,Laser Masks,"$131,000,000.00 "
2019,Laser Masks,"$48,351,209.00 "
2011,Laser Masks,"$482,000,000.00 "
2014,Laser Masks,"$922,000,000.00 "
2002,Laser Masks,"$478,000,000.00 "
2022,Laser Masks,"$217,000,000.00 "
2023,Laser Masks,"$137,000,000.00 "
2006,Laser Masks,"$103,000,000.00 "
2006,Laser Masks,"$807,000,000.00 "
2010,Laser Masks,"$96,209,250.00 "
2005,Laser Masks,"$180,000,000.00 "
2000,Laser Masks,"$372,000,000.00 "
2016,Laser Masks,"$55,740,706.00 "
2003,Laser Masks,"$739,000,000.00 "
2023,Laser Masks,"$506,000,000.00 "
2005,Laser Masks,"$497,000,000.00 "
2015,Laser Masks,"$320,000,000.00 "
2011,Laser Masks,"$342,000,000.00 "
2000,Laser Masks,"$897,000,000.00 "
2017,Laser Masks,"$901,000,000.00 "
2023,Laser Masks,"$184,000,000.00 "
2019,Laser Masks,"$320,000,000.00 "
2012,Laser Masks,"$763,000,000.00 "
2009,Laser Masks,"$56,795,129.00 "
2007,Laser Masks,"$95,160,344.00 "
2014,Laser Masks,"$60,029,893.00 "
2017,Laser Masks,"$571,000,000.00 "
2006,Laser Masks,"$200,000,000.00 "
2010,Laser Masks,"$116,000,000.00 "
2022,Laser Masks,"$158,000,000.00 "
2005,Laser Masks,"$92,161,334.00 "
2005,Laser Masks,"$260,000,000.00 "
2002,Laser Masks,"$231,000,000.00 "
2004,Laser Masks,"$40,348,569.00 "
2021,Laser Masks,"$330,000,000.00 "
2020,Laser Masks,"$321,000,000.00 "
2019,Laser Masks,"$935,000,000.00 "
2004,Laser Masks,"$79,953,229.00 "
2005,Laser Masks,"$84,671,839.00 "
2023,Laser Masks,"$314,000,000.00 "
2002,Laser Masks,"$843,000,000.00 "
2018,Laser Masks,"$253,000,000.00 "
2004,Laser Masks,"$506,000,000.00 "
2019,Laser Masks,"$26,130,568.00 "
2021,Laser Masks,"$205,000,000.00 "
2008,Laser Masks,"$757,000,000.00 "
2014,Laser Masks,"$386,000,000.00 "
2001,Laser Masks,"$930,000,000.00 "
2009,Laser Masks,"$95,475,938.00 "
2011,Laser Masks,"$81,535,572.00 "
2011,Laser Masks,"$10,681,262.00 "
2014,Laser Masks,"$44,839,500.00 "
2024,Laser Masks,"$71,314,659.00 "
2005,Laser Masks,"$506,000,000.00 "
2006,Laser Masks,"$627,000,000.00 "
2009,Laser Masks,"$21,469,473.00 "
2000,Laser Masks,"$299,000,000.00 "
2003,Laser Masks,"$306,000,000.00 "
2023,Laser Masks,"$238,000,000.00 "
2014,Laser Masks,"$257,000,000.00 "
2023,Laser Masks,"$33,772,627.00 "
2002,Laser Masks,"$565,000,000.00 "
2007,Laser Masks,"$319,000,000.00 "
2013,Laser Masks,"$414,000,000.00 "
2001,Laser Masks,"$608,000,000.00 "
2000,Laser Masks,"$68,710,434.00 "
2021,Laser Masks,"$661,000,000.00 "
2016,Laser Masks,"$47,351,099.00 "
2020,Laser Masks,"$49,302,000.00 "
2004,Laser Masks,"$309,000,000.00 "
2002,Laser Masks,"$537,000,000.00 "
2005,Laser Masks,"$206,000,000.00 "
2001,Laser Masks,"$506,000,000.00 "
2022,Laser Masks,"$351,000,000.00 "
2023,Laser Masks,"$386,000,000.00 "
2003,Laser Masks,"$90,591,845.00 "
2001,Laser Masks,"$38,834,509.00 "
2020,Laser Masks,"$629,000,000.00 "
2020,Laser Masks,"$103,000,000.00 "
2018,Laser Masks,"$762,000,000.00 "
2014,Laser Masks,"$553,000,000.00 "
2007,Laser Masks,"$403,000,000.00 "
2003,Laser Masks,"$713,000,000.00 "
2006,Laser Masks,"$291,000,000.00 "
2019,Laser Masks,"$61,753,070.00 "
2002,Laser Masks,"$766,000,000.00 "
2000,Laser Masks,"$570,000,000.00 "
2019,Laser Masks,"$118,000,000.00 "
2012,Laser Masks,"$819,000,000.00 "
2018,Laser Masks,"$25,795,531.00 "
2014,Laser Masks,"$70,704,054.00 "
2013,Laser Masks,"$328,000,000.00 "
2001,Laser Masks,"$254,000,000.00 "
2009,Laser Masks,"$714,000,000.00 "
2013,Laser Masks,"$140,000,000.00 "
2003,Laser Masks,"$507,000,000.00 "
2016,Laser Masks,"$432,000,000.00 "
2000,Laser Masks,"$494,000,000.00 "
2000,Laser Masks,"$573,000,000.00 "
2016,Laser Masks,"$848,000,000.00 "
2000,Laser Masks,"$81,738,388.00 "
2017,Laser Masks,"$242,000,000.00 "
2014,Laser Masks,"$373,000,000.00 "
2016,Laser Masks,"$841,000,000.00 "
2011,Laser Masks,"$1,010,000,000.00 "
2015,Laser Masks,"$711,000,000.00 "
2020,Laser Masks,"$239,000,000.00 "
2007,Laser Masks,"$21,576,800.00 "
2000,Laser Masks,"$198,000,000.00 "
2010,Laser Masks,"$450,000,000.00 "
2005,Laser Masks,"$734,000,000.00 "
2016,Laser Masks,"$47,273,174.00 "
2009,Laser Masks,"$39,972,686.00 "
2010,Laser Masks,"$143,000,000.00 "
2010,Laser Masks,"$283,000,000.00 "
2015,Laser Masks,"$668,000,000.00 "
2017,Laser Masks,"$106,000,000.00 "
2008,Laser Masks,"$786,000,000.00 "
2012,Laser Masks,"$373,000,000.00 "
2015,Laser Masks,"$770,000,000.00 "
2017,Laser Masks,"$250,000,000.00 "
2020,Laser Masks,"$114,000,000.00 "
2023,Laser Masks,"$618,000,000.00 "
2001,Laser Masks,"$209,000,000.00 "
2018,Laser Masks,"$599,000,000.00 "
2009,Laser Masks,"$160,000,000.00 "
2010,Laser Masks,"$317,000,000.00 "
2000,Laser Masks,"$812,000,000.00 "
2003,Laser Masks,"$139,000,000.00 "
2003,Laser Masks,"$238,000,000.00 "
2000,Laser Masks,"$640,000,000.00 "
2017,Laser Masks,"$216,000,000.00 "
2000,Laser Masks,"$249,000,000.00 "
2021,Laser Masks,"$32,566,182.00 "
2004,Laser Masks,"$1,140,000,000.00 "
2018,Laser Masks,"$297,000,000.00 "
2018,Laser Masks,"$253,000,000.00 "
2003,Laser Masks,"$389,000,000.00 "
2010,Laser Masks,"$166,000,000.00 "
2006,Laser Masks,"$398,000,000.00 "
2002,Laser Masks,"$692,000,000.00 "
2009,Laser Masks,"$42,564,766.00 "
2015,Laser Masks,"$42,835,501.00 "
2024,Laser Masks,"$98,813,130.00 "
2022,Laser Masks,"$662,000,000.00 "
2011,Laser Masks,"$774,000,000.00 "
2014,Laser Masks,"$717,000,000.00 "
2016,Laser Masks,"$203,000,000.00 "
2022,Laser Masks,"$490,000,000.00 "
2017,Laser Masks,"$118,000,000.00 "
2010,Laser Masks,"$241,000,000.00 "
2017,Laser Masks,"$233,000,000.00 "
2016,Laser Masks,"$124,000,000.00 "
2006,Laser Masks,"$597,000,000.00 "
2002,Laser Masks,"$69,944,897.00 "
2003,Laser Masks,"$300,000,000.00 "
2016,Laser Masks,"$72,852,922.00 "
2000,Laser Masks,"$1,040,000,000.00 "
2002,Laser Masks,"$562,000,000.00 "
2017,Laser Masks,"$319,000,000.00 "
2023,Laser Masks,"$223,000,000.00 "
2016,Laser Masks,"$85,392,880.00 "
2011,Laser Masks,"$44,666,669.00 "
2009,Laser Masks,"$23,643,590.00 "
2007,Laser Masks,"$120,000,000.00 "
2003,Laser Masks,"$153,000,000.00 "
2011,Laser Masks,"$309,000,000.00 "
2002,Laser Masks,"$239,000,000.00 "
2005,Laser Masks,"$2,266,966.00 "
2007,Laser Masks,"$775,000,000.00 "
2009,Laser Masks,"$651,000,000.00 "
2019,Laser Masks,"$31,454,024.00 "
2005,Laser Masks,"$400,000,000.00 "
2011,Laser Masks,"$343,000,000.00 "
2003,Laser Masks,"$221,000,000.00 "
2001,Laser Masks,"$294,000,000.00 "
2021,Laser Masks,"$93,557,828.00 "
2008,Laser Masks,"$11,634,442.00 "
2002,Laser Masks,"$70,465,768.00 "
2006,Laser Masks,"$201,000,000.00 "
2002,Laser Masks,"$901,000,000.00 "
2006,Laser Masks,"$82,207,362.00 "
2012,Laser Masks,"$115,000,000.00 "
2023,Laser Masks,"$75,814,462.00 "
2001,Laser Masks,"$492,000,000.00 "
2017,Laser Masks,"$128,000,000.00 "
2018,Laser Masks,"$342,000,000.00 "
2002,Laser Masks,"$50,497,688.00 "
